menu_row_id,original_date,normalized_date,original_meal,normalized_meal,hostel_scope,original_dish,canonical_dish,is_dessert_flag,provenance_notes
215,2026-10-11,2026-10-11,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
216,2026-10-11,2026-10-11,Girls Hostel,E_TEA,GIRLS_HOSTEL,Samosa,Samosa,False,DIRECT_MENU_ITEM
217,2026-10-11,2026-10-11,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
218,2026-10-11,2026-10-11,Dinner,DINNER,COMMON,Kadhai Paneer,Kadhai Paneer,False,DIRECT_MENU_ITEM
219,2026-10-11,2026-10-11,Dinner,DINNER,COMMON,Green Moong Dal,Moong Dal,False,CANONICAL_MAPPING
220,2026-10-11,2026-10-11,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
221,2026-10-11,2026-10-11,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
222,2026-10-11,2026-10-11,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
223,2026-10-11,2026-10-11,Dessert,DINNER,COMMON,Sabudana Kheer,Sabudana Kheer,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
224,2026-10-12,2026-10-12,Breakfast,BREAKFAST,COMMON,Pav Bhaji,Pav Bhaji,False,DIRECT_MENU_ITEM
225,2026-10-12,2026-10-12,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
226,2026-10-12,2026-10-12,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
227,2026-10-12,2026-10-12,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
228,2026-10-12,2026-10-12,Lunch,LUNCH,COMMON,Rajmah Ghiya Masala,Rajmah,False,COMPOUND_SPLIT_PRIMARY
229,2026-10-12,2026-10-12,Lunch,LUNCH,COMMON,Rajmah Ghiya Masala,Ghiya Masala,False,COMPOUND_SPLIT_SECONDARY
230,2026-10-12,2026-10-12,Lunch,LUNCH,COMMON,Jeera Rice,Jeera Rice,False,CANONICAL_MAPPING
231,2026-10-12,2026-10-12,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
232,2026-10-12,2026-10-12,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
233,2026-10-12,2026-10-12,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
234,2026-10-12,2026-10-12,E-Tea,E_TEA,COMMON,Mathi,Mathi,False,DIRECT_MENU_ITEM
235,2026-10-12,2026-10-12,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
236,2026-10-12,2026-10-12,Girls Hostel,E_TEA,GIRLS_HOSTEL,Biscuit,Biscuit,False,DIRECT_MENU_ITEM
237,2026-10-12,2026-10-12,Girls Hostel,E_TEA,GIRLS_HOSTEL,Coffee,Coffee,False,DIRECT_MENU_ITEM
238,2026-10-12,2026-10-12,Dinner,DINNER,COMMON,Dal Palak,Dal Palak,False,CANONICAL_MAPPING
239,2026-10-12,2026-10-12,Dinner,DINNER,COMMON,Gobhi Matar,Gobhi Matar,False,DIRECT_MENU_ITEM
240,2026-10-12,2026-10-12,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
241,2026-10-12,2026-10-12,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
242,2026-10-12,2026-10-12,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
243,2026-10-13,2026-10-13,Breakfast,BREAKFAST,COMMON,Namkeen Seviyan,Namkeen Seviyan,False,DIRECT_MENU_ITEM
244,2026-10-13,2026-10-13,Breakfast,BREAKFAST,COMMON,Masala Aloo,Masala Aloo,False,DIRECT_MENU_ITEM
245,2026-10-13,2026-10-13,Breakfast,BREAKFAST,COMMON,Sandwich,Sandwich,False,DIRECT_MENU_ITEM
246,2026-10-13,2026-10-13,Breakfast,BREAKFAST,COMMON,Tomato,Tomato,False,DIRECT_MENU_ITEM
247,2026-10-13,2026-10-13,Breakfast,BREAKFAST,COMMON,Ketchup,Tomato Ketchup,False,CANONICAL_MAPPING
248,2026-10-13,2026-10-13,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
249,2026-10-13,2026-10-13,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
250,2026-10-13,2026-10-13,Lunch,LUNCH,COMMON,Mix Dal,Mix Dal Amritsari,False,CANONICAL_MAPPING
251,2026-10-13,2026-10-13,Lunch,LUNCH,COMMON,Corn Peas Masala,Corn Peas Masala,False,DIRECT_MENU_ITEM
252,2026-10-13,2026-10-13,Lunch,LUNCH,COMMON,Mix Raita,Mix Raita,False,CANONICAL_MAPPING
253,2026-10-13,2026-10-13,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
254,2026-10-13,2026-10-13,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
255,2026-10-13,2026-10-13,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
256,2026-10-13,2026-10-13,E-Tea,E_TEA,COMMON,Biscuit,Biscuit,False,DIRECT_MENU_ITEM
257,2026-10-13,2026-10-13,E-Tea,E_TEA,COMMON,Coffee,Coffee,False,DIRECT_MENU_ITEM
258,2026-10-13,2026-10-13,Girls Hostel,E_TEA,GIRLS_HOSTEL,Mathi,Mathi,False,DIRECT_MENU_ITEM
259,2026-10-13,2026-10-13,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
260,2026-10-13,2026-10-13,Dinner,DINNER,COMMON,White Chana Nutry Keema,White Chana,False,COMPOUND_SPLIT_PRIMARY
261,2026-10-13,2026-10-13,Dinner,DINNER,COMMON,White Chana Nutry Keema,Nutry Masala,False,COMPOUND_SPLIT_SECONDARY
262,2026-10-13,2026-10-13,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
263,2026-10-13,2026-10-13,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
264,2026-10-13,2026-10-13,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
265,2026-10-13,2026-10-13,Dessert,DINNER,COMMON,Besan Ka Halwa,Besan Ka Halwa,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
266,2026-10-14,2026-10-14,Breakfast,BREAKFAST,COMMON,Poha,Poha,False,DIRECT_MENU_ITEM
267,2026-10-14,2026-10-14,Breakfast,BREAKFAST,COMMON,Besan Chilla,Besan Chilla,False,DIRECT_MENU_ITEM
268,2026-10-14,2026-10-14,Breakfast,BREAKFAST,COMMON,Chutney,Chutney,False,DIRECT_MENU_ITEM
269,2026-10-14,2026-10-14,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
270,2026-10-14,2026-10-14,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
271,2026-10-14,2026-10-14,Lunch,LUNCH,COMMON,Black Dal Tadka,Black Dal Tadka,False,CANONICAL_MAPPING
272,2026-10-14,2026-10-14,Lunch,LUNCH,COMMON,Veg Korma,Veg Korma,False,DIRECT_MENU_ITEM
273,2026-10-14,2026-10-14,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
274,2026-10-14,2026-10-14,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
275,2026-10-14,2026-10-14,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
276,2026-10-14,2026-10-14,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
277,2026-10-14,2026-10-14,E-Tea,E_TEA,COMMON,Bread Pakora,Bread Pakora,False,DIRECT_MENU_ITEM
278,2026-10-14,2026-10-14,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
279,2026-10-14,2026-10-14,Girls Hostel,E_TEA,GIRLS_HOSTEL,Muffin,Muffin,False,DIRECT_MENU_ITEM
280,2026-10-14,2026-10-14,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
281,2026-10-14,2026-10-14,Dinner,DINNER,COMMON,Paneer Lababdar,Paneer Lababdar,False,DIRECT_MENU_ITEM
282,2026-10-14,2026-10-14,Dinner,DINNER,COMMON,Lobiya Dal,Lobiya Dal,False,CANONICAL_MAPPING
283,2026-10-14,2026-10-14,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
284,2026-10-14,2026-10-14,Dinner,DINNER,COMMON,Sirca Onion,Sirca Onion,False,DIRECT_MENU_ITEM
285,2026-10-14,2026-10-14,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
286,2026-10-15,2026-10-15,Breakfast,BREAKFAST,COMMON,Pav Bhaji,Pav Bhaji,False,DIRECT_MENU_ITEM
287,2026-10-15,2026-10-15,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
288,2026-10-15,2026-10-15,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
289,2026-10-15,2026-10-15,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
290,2026-10-15,2026-10-15,Lunch,LUNCH,COMMON,Aloo Onion Kadhi,Aloo Onion Kadhi,False,CANONICAL_MAPPING
291,2026-10-15,2026-10-15,Lunch,LUNCH,COMMON,Jeera Aloo,Jeera Aloo,False,CANONICAL_MAPPING
292,2026-10-15,2026-10-15,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
293,2026-10-15,2026-10-15,Lunch,LUNCH,COMMON,Fryums,Fryums,False,DIRECT_MENU_ITEM
294,2026-10-15,2026-10-15,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
295,2026-10-15,2026-10-15,E-Tea,E_TEA,COMMON,Muffin,Muffin,False,DIRECT_MENU_ITEM
296,2026-10-15,2026-10-15,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
297,2026-10-15,2026-10-15,Girls Hostel,E_TEA,GIRLS_HOSTEL,Bread Pakora,Bread Pakora,False,DIRECT_MENU_ITEM
298,2026-10-15,2026-10-15,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
299,2026-10-15,2026-10-15,Dinner,DINNER,COMMON,Rajmah,Rajmah,False,DIRECT_MENU_ITEM
300,2026-10-15,2026-10-15,Dinner,DINNER,COMMON,Khata Mitha Kaddu,Khata Mitha Kaddu,False,DIRECT_MENU_ITEM
301,2026-10-15,2026-10-15,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
302,2026-10-15,2026-10-15,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
303,2026-10-15,2026-10-15,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
304,2026-10-15,2026-10-15,Dessert,DINNER,COMMON,Vermicelli Pudding with Condensed Milk,Vermicelli Pudding with Condensed Milk,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
305,2026-10-16,2026-10-16,Breakfast,BREAKFAST,COMMON,Sweet Dalia,Sweet Dalia,False,DIRECT_MENU_ITEM
306,2026-10-16,2026-10-16,Breakfast,BREAKFAST,COMMON,Omelette,Omelette,False,DIRECT_MENU_ITEM
307,2026-10-16,2026-10-16,Breakfast,BREAKFAST,COMMON,Banana,Banana,False,DIRECT_MENU_ITEM
308,2026-10-16,2026-10-16,Breakfast,BREAKFAST,COMMON,Fat Spread,Fat Spread,False,DIRECT_MENU_ITEM
309,2026-10-16,2026-10-16,Breakfast,BREAKFAST,COMMON,Jam,Jam,False,DIRECT_MENU_ITEM
310,2026-10-16,2026-10-16,Breakfast,BREAKFAST,COMMON,Bread,Bread,False,DIRECT_MENU_ITEM
311,2026-10-16,2026-10-16,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
312,2026-10-16,2026-10-16,Lunch,LUNCH,COMMON,Malka Masoor,Malka Masoor,False,CANONICAL_MAPPING
313,2026-10-16,2026-10-16,Lunch,LUNCH,COMMON,Veg Kofta Curry,Veg Kofta Curry,False,DIRECT_MENU_ITEM
314,2026-10-16,2026-10-16,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
315,2026-10-16,2026-10-16,Lunch,LUNCH,COMMON,Jeera Rice,Jeera Rice,False,CANONICAL_MAPPING
316,2026-10-16,2026-10-16,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
317,2026-10-16,2026-10-16,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
318,2026-10-16,2026-10-16,E-Tea,E_TEA,COMMON,Pink Sauce Pasta,Pink Sauce Pasta,False,DIRECT_MENU_ITEM
319,2026-10-16,2026-10-16,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
320,2026-10-16,2026-10-16,Girls Hostel,E_TEA,GIRLS_HOSTEL,Chips,Chips,False,DIRECT_MENU_ITEM
321,2026-10-16,2026-10-16,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
322,2026-10-16,2026-10-16,Dinner,DINNER,COMMON,Black Chana,Black Chana,False,DIRECT_MENU_ITEM
323,2026-10-16,2026-10-16,Dinner,DINNER,COMMON,Dum Aloo Punjabi,Dum Aloo,False,CANONICAL_MAPPING
324,2026-10-16,2026-10-16,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
325,2026-10-16,2026-10-16,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
326,2026-10-16,2026-10-16,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
327,2026-10-17,2026-10-17,Breakfast,BREAKFAST,COMMON,Stuffed Paratha,Stuffed Paratha,False,DIRECT_MENU_ITEM
328,2026-10-17,2026-10-17,Breakfast,BREAKFAST,COMMON,Curd,Plain Curd,False,CANONICAL_MAPPING
329,2026-10-17,2026-10-17,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
330,2026-10-17,2026-10-17,Breakfast,BREAKFAST,COMMON,Fat Spread,Fat Spread,False,DIRECT_MENU_ITEM
331,2026-10-17,2026-10-17,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
332,2026-10-17,2026-10-17,Lunch,LUNCH,COMMON,Dal Makhani,Dal Makhani,False,CANONICAL_MAPPING
333,2026-10-17,2026-10-17,Lunch,LUNCH,COMMON,Nutry Masala,Nutry Masala,False,CANONICAL_MAPPING
334,2026-10-17,2026-10-17,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
335,2026-10-17,2026-10-17,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
336,2026-10-17,2026-10-17,Lunch,LUNCH,COMMON,Jeera Raita,Jeera Raita,False,CANONICAL_MAPPING
337,2026-10-17,2026-10-17,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
338,2026-10-17,2026-10-17,E-Tea,E_TEA,COMMON,Chips,Chips,False,DIRECT_MENU_ITEM
339,2026-10-17,2026-10-17,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
340,2026-10-17,2026-10-17,Girls Hostel,E_TEA,GIRLS_HOSTEL,Pink Sauce Pasta,Pink Sauce Pasta,False,DIRECT_MENU_ITEM
341,2026-10-17,2026-10-17,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
342,2026-10-17,2026-10-17,Dinner,DINNER,COMMON,Veg Manchurian,Veg Manchurian,False,DIRECT_MENU_ITEM
343,2026-10-17,2026-10-17,Dinner,DINNER,COMMON,Dal Maratha,Dal Maratha,False,CANONICAL_MAPPING
344,2026-10-17,2026-10-17,Dinner,DINNER,COMMON,Veg Fried Rice,Veg Fried Rice,False,CANONICAL_MAPPING
345,2026-10-17,2026-10-17,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
346,2026-10-17,2026-10-17,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
347,2026-10-17,2026-10-17,Dessert,DINNER,COMMON,Chocolate,Chocolate,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
348,2026-10-18,2026-10-18,Breakfast,BREAKFAST,COMMON,Chole Bhature,Chole Bhature,False,DIRECT_MENU_ITEM
349,2026-10-18,2026-10-18,Breakfast,BREAKFAST,COMMON,Green Chilli,Green Chilli,False,DIRECT_MENU_ITEM
350,2026-10-18,2026-10-18,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
351,2026-10-18,2026-10-18,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
352,2026-10-18,2026-10-18,Breakfast,BREAKFAST,COMMON,Onion,Onion,False,DIRECT_MENU_ITEM
353,2026-10-18,2026-10-18,Lunch,LUNCH,COMMON,Khichadi,Khichdi,False,SPELLING_NORMALISATION
354,2026-10-18,2026-10-18,Lunch,LUNCH,COMMON,Aloo Capsicum,Aloo Capsicum,False,CANONICAL_MAPPING
355,2026-10-18,2026-10-18,Lunch,LUNCH,COMMON,Plain Curd,Plain Curd,False,CANONICAL_MAPPING
356,2026-10-18,2026-10-18,Lunch,LUNCH,COMMON,Cucumber Salad,Cucumber Salad,False,DIRECT_MENU_ITEM
357,2026-10-18,2026-10-18,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
358,2026-10-18,2026-10-18,E-Tea,E_TEA,COMMON,Samosa,Samosa,False,DIRECT_MENU_ITEM
359,2026-10-18,2026-10-18,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
360,2026-10-18,2026-10-18,Girls Hostel,E_TEA,GIRLS_HOSTEL,Namkeen,Namkeen,False,DIRECT_MENU_ITEM
361,2026-10-18,2026-10-18,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
362,2026-10-18,2026-10-18,Dinner,DINNER,COMMON,Paneer Butter Masala,Paneer Butter Masala,False,DIRECT_MENU_ITEM
363,2026-10-18,2026-10-18,Dinner,DINNER,COMMON,Lobiya,Lobiya Dal,False,CANONICAL_MAPPING
364,2026-10-18,2026-10-18,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
365,2026-10-18,2026-10-18,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
366,2026-10-18,2026-10-18,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
367,2026-10-19,2026-10-19,Breakfast,BREAKFAST,COMMON,Poori,Poori,False,DIRECT_MENU_ITEM
368,2026-10-19,2026-10-19,Breakfast,BREAKFAST,COMMON,Black Chana,Black Chana,False,DIRECT_MENU_ITEM
369,2026-10-19,2026-10-19,Breakfast,BREAKFAST,COMMON,Halwa,Halwa,False,DIRECT_MENU_ITEM
370,2026-10-19,2026-10-19,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
371,2026-10-19,2026-10-19,Breakfast,BREAKFAST,COMMON,Pickle,Pickle,False,DIRECT_MENU_ITEM
372,2026-10-19,2026-10-19,Lunch,LUNCH,COMMON,Panchmail Dal,Panchmail Dal,False,CANONICAL_MAPPING
373,2026-10-19,2026-10-19,Lunch,LUNCH,COMMON,Veg Korma,Veg Korma,False,DIRECT_MENU_ITEM
374,2026-10-19,2026-10-19,Lunch,LUNCH,COMMON,Mint Raita,Mint Raita,False,CANONICAL_MAPPING
375,2026-10-19,2026-10-19,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
376,2026-10-19,2026-10-19,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
377,2026-10-19,2026-10-19,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
378,2026-10-19,2026-10-19,E-Tea,E_TEA,COMMON,Jhal Muri,Jhal Muri,False,DIRECT_MENU_ITEM
379,2026-10-19,2026-10-19,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
380,2026-10-19,2026-10-19,Girls Hostel,E_TEA,GIRLS_HOSTEL,Jhal Muri,Jhal Muri,False,DIRECT_MENU_ITEM
381,2026-10-19,2026-10-19,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
382,2026-10-19,2026-10-19,Dinner,DINNER,COMMON,Sabut Masoor,Sabut Masoor,False,CANONICAL_MAPPING
383,2026-10-19,2026-10-19,Dinner,DINNER,COMMON,Tam Aloo,Dum Aloo,False,SPELLING_NORMALISATION
384,2026-10-19,2026-10-19,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
385,2026-10-19,2026-10-19,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
386,2026-10-19,2026-10-19,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
387,2026-10-19,2026-10-19,Dessert,DINNER,COMMON,Coconut Laddu,Coconut Laddu,True,DIRECT_MENU_ITEM_DESSERT_ATTACHED_TO_DINNER
388,2026-10-20,2026-10-20,Breakfast,BREAKFAST,COMMON,Cornflakes,Cornflakes,False,DIRECT_MENU_ITEM
389,2026-10-20,2026-10-20,Breakfast,BREAKFAST,COMMON,Masala Aloo,Masala Aloo,False,DIRECT_MENU_ITEM
390,2026-10-20,2026-10-20,Breakfast,BREAKFAST,COMMON,Sandwich,Sandwich,False,DIRECT_MENU_ITEM
391,2026-10-20,2026-10-20,Breakfast,BREAKFAST,COMMON,Tomato Ketchup,Tomato Ketchup,False,CANONICAL_MAPPING
392,2026-10-20,2026-10-20,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
393,2026-10-20,2026-10-20,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
394,2026-10-20,2026-10-20,Lunch,LUNCH,COMMON,Rajmah,Rajmah,False,DIRECT_MENU_ITEM
395,2026-10-20,2026-10-20,Lunch,LUNCH,COMMON,Green Peas Masala,Green Peas Masala,False,DIRECT_MENU_ITEM
396,2026-10-20,2026-10-20,Lunch,LUNCH,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
397,2026-10-20,2026-10-20,Lunch,LUNCH,COMMON,Mix Raita,Mix Raita,False,CANONICAL_MAPPING
398,2026-10-20,2026-10-20,Lunch,LUNCH,COMMON,Kachumber Salad,Kachumber Salad,False,DIRECT_MENU_ITEM
399,2026-10-20,2026-10-20,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
400,2026-10-20,2026-10-20,E-Tea,E_TEA,COMMON,Namkeen,Namkeen,False,DIRECT_MENU_ITEM
401,2026-10-20,2026-10-20,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
402,2026-10-20,2026-10-20,Girls Hostel,E_TEA,GIRLS_HOSTEL,Samosa,Samosa,False,DIRECT_MENU_ITEM
403,2026-10-20,2026-10-20,Girls Hostel,E_TEA,GIRLS_HOSTEL,Tea,Tea,False,DIRECT_MENU_ITEM
404,2026-10-20,2026-10-20,Dinner,DINNER,COMMON,Dal Palak,Dal Palak,False,CANONICAL_MAPPING
405,2026-10-20,2026-10-20,Dinner,DINNER,COMMON,Veg Jalfrazi,Veg Jalfrazi,False,DIRECT_MENU_ITEM
406,2026-10-20,2026-10-20,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
407,2026-10-20,2026-10-20,Dinner,DINNER,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
408,2026-10-20,2026-10-20,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
409,2026-10-21,2026-10-21,Breakfast,BREAKFAST,COMMON,Poha,Poha,False,DIRECT_MENU_ITEM
410,2026-10-21,2026-10-21,Breakfast,BREAKFAST,COMMON,Besan Chilla,Besan Chilla,False,DIRECT_MENU_ITEM
411,2026-10-21,2026-10-21,Breakfast,BREAKFAST,COMMON,Chutney,Chutney,False,DIRECT_MENU_ITEM
412,2026-10-21,2026-10-21,Breakfast,BREAKFAST,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
413,2026-10-21,2026-10-21,Breakfast,BREAKFAST,COMMON,Milk,Milk,False,DIRECT_MENU_ITEM
414,2026-10-21,2026-10-21,Lunch,LUNCH,COMMON,Black Dal Tadka,Black Dal Tadka,False,CANONICAL_MAPPING
415,2026-10-21,2026-10-21,Lunch,LUNCH,COMMON,Ghiya Masala,Ghiya Masala,False,DIRECT_MENU_ITEM
416,2026-10-21,2026-10-21,Lunch,LUNCH,COMMON,Boondi Raita,Boondi Raita,False,CANONICAL_MAPPING
417,2026-10-21,2026-10-21,Lunch,LUNCH,COMMON,Jeera Rice,Jeera Rice,False,CANONICAL_MAPPING
418,2026-10-21,2026-10-21,Lunch,LUNCH,COMMON,Green Salad,Green Salad,False,DIRECT_MENU_ITEM
419,2026-10-21,2026-10-21,Lunch,LUNCH,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
420,2026-10-21,2026-10-21,E-Tea,E_TEA,COMMON,Aloo Bonda,Aloo Bonda,False,DIRECT_MENU_ITEM
421,2026-10-21,2026-10-21,E-Tea,E_TEA,COMMON,Tea,Tea,False,DIRECT_MENU_ITEM
422,2026-10-21,2026-10-21,Girls Hostel,E_TEA,GIRLS_HOSTEL,Cream Roll,Cream Roll,False,DIRECT_MENU_ITEM
423,2026-10-21,2026-10-21,Girls Hostel,E_TEA,GIRLS_HOSTEL,Coffee,Coffee,False,DIRECT_MENU_ITEM
424,2026-10-21,2026-10-21,Dinner,DINNER,COMMON,Chicken Curry,Chicken Curry,False,DIRECT_MENU_ITEM
425,2026-10-21,2026-10-21,Dinner,DINNER,COMMON,Matar Paneer,Matar Paneer,False,DIRECT_MENU_ITEM
426,2026-10-21,2026-10-21,Dinner,DINNER,COMMON,Lobiya Dal,Lobiya Dal,False,CANONICAL_MAPPING
427,2026-10-21,2026-10-21,Dinner,DINNER,COMMON,Steamed Rice,Plain Rice,False,CANONICAL_MAPPING
428,2026-10-21,2026-10-21,Dinner,DINNER,COMMON,Sirca Onion,Sirca Onion,False,DIRECT_MENU_ITEM
429,2026-10-21,2026-10-21,Dinner,DINNER,COMMON,Chapati,Chapati,False,DIRECT_MENU_ITEM
430,2026-10-22,2026-10-22,Breakfast,BREAKFAST,COMMON,Poori,Poori,False,DIRECT_MENU_ITEM
431,2026-10-22,2026-10-22,Breakfast,BREAKFAST,COMMON,Aloo Bhaji,Aloo Bhaji,False,DIRECT_MENU_ITEM
