dish,ingredient,quantity_g,basis,source,source_type,reason,notes
Corn Peas Masala,Sweet corn,45.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Corn Peas Masala,Green peas,45.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Corn Peas Masala,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Corn Peas Masala,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Corn Peas Masala,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Cornflakes,Commercial cornflakes,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Cream Roll,Commercial cream roll,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Crispy Dal Kachori,"Wheat flour, refined",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Crispy Dal Kachori,"Green gram, dal",20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Crispy Dal Kachori,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Cucumber Salad,Cucumber,90.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Cucumber Salad,Lemon,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Custard,"Milk, whole, cow",120.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Custard,"Sugar, refined",12.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dahi Aloo,Potato,65.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dahi Aloo,Curd / Dahi,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dahi Aloo,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dahi Aloo,Cumin seeds,1.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Makhani,"Black gram, whole",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Makhani,Kidney beans,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Makhani,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Makhani,Butter,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Makhani,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Maratha,"Red gram, dal",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Maratha,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Maratha,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Maratha,"Coconut, dry",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Maratha,Garlic,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Maratha,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Palak,"Red gram, dal",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Palak,Spinach,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Palak,Onion,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Palak,Tomato,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dal Palak,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Danish Bun,Commercial bun,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dhaba Dal,"Red gram, dal",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dhaba Dal,"Bengal gram, dal",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dhaba Dal,"Green gram, dal",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dhaba Dal,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dhaba Dal,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dhaba Dal,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dum Aloo,Potato,70.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dum Aloo,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dum Aloo,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dum Aloo,Curd / Dahi,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Dum Aloo,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Bhurji,"Egg, whole",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Bhurji,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Bhurji,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Bhurji,Green chilli,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Bhurji,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Curry,"Egg, whole",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Curry,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Curry,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Egg Curry,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Fat Spread,Commercial fat spread,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Fryums,Commercial fryums,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Ghiya Masala,Bottle gourd,80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Ghiya Masala,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Ghiya Masala,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Ghiya Masala,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Adraki,Cauliflower,80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Adraki,Ginger,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Adraki,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Adraki,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Adraki,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Matar,Cauliflower,55.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Matar,Green peas,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Matar,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Matar,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gobhi Matar,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Chilli,Green chilli,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Peas Masala,Green peas,80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Peas Masala,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Peas Masala,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Peas Masala,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Salad,Cucumber,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Salad,Tomato,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Green Salad,Onion,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gulab Jamun,Khoa,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gulab Jamun,"Wheat flour, refined",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gulab Jamun,"Sugar, refined",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Gulab Jamun,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Halwa,"Wheat, semolina",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Halwa,Ghee,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Halwa,"Sugar, refined",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jam,Commercial jam,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Aloo,Potato,85.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Aloo,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Aloo,Cumin seeds,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Aloo,Green chilli,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Raita,Curd / Dahi,95.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Raita,Cumin seeds,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Rice,"Rice, raw/parboiled",60.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Rice,Ghee,3.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jeera Rice,Cumin seeds,1.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jhal Muri,"Rice, puffed",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jhal Muri,Groundnut / Peanut,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jhal Muri,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jhal Muri,Green chilli,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Jhal Muri,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kachumber Salad,Cucumber,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kachumber Salad,Tomato,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kachumber Salad,Onion,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kachumber Salad,Lemon,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Paneer,Paneer,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Paneer,"Capsicum, green",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Paneer,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Paneer,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Paneer,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Veg,"Capsicum, green",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Veg,Cauliflower,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Veg,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Veg,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Veg,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhai Veg,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhi Pakora,Curd / Dahi,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhi Pakora,"Bengal gram, flour",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhi Pakora,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kadhi Pakora,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kesari Kheer,"Rice, raw/parboiled",20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kesari Kheer,"Milk, whole, cow",120.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Kesari Kheer,"Sugar, refined",12.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
Khata Mitha Kaddu,Pumpkin,80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_HOSTEL_PORTION_MODEL,PROJECT_ASSUMPTION,Standardized institutional serving portion model,Raw ingredient issuance per single standard serving
